,Churn,Churn_Prob,CustID,Predicted
3129,0,0.11653718850149394,3129,0
5738,1,0.14777074053315434,5738,0
6229,0,0.021945736723942132,6229,0
1498,1,0.6858387109219304,1498,1
4101,0,0.3718805691495611,4101,0
5540,1,0.14766420044077086,5540,0
4763,0,0.25183781950218354,4763,0
283,0,0.04312117043112337,283,0
6796,1,0.33337674035633014,6796,0
516,0,0.043401261626062046,516,0
1093,0,0.03222273936545072,1093,0
6357,1,0.07280718514371494,6357,0
4706,1,0.41271011445975975,4706,0
870,0,0.03420472898942997,870,0
3051,0,0.013879112271755777,3051,0
6539,0,0.26921849211615134,6539,0
3134,0,0.057370824675682934,3134,0
6525,0,0.007288858091015208,6525,0
1939,0,0.19659534887908534,1939,0
2648,0,0.2578219854558242,2648,0
1123,0,0.11626878945244243,1123,0
3541,0,0.08177236544169787,3541,0
4837,1,0.6878641831021074,4837,1
6290,1,0.08001907063698414,6290,0
3189,0,0.09379362989778516,3189,0
4780,0,0.4344821642608267,4780,0
4141,0,0.3808462280193752,4141,0
1913,0,0.1629310468031771,1913,0
359,0,0.19892188112755596,359,0
2673,1,0.5484897388229538,2673,1
1456,1,0.7027273136733276,1456,1
1355,0,0.21635202556496375,1355,0
4062,1,0.6142314229227448,4062,1
3185,1,0.42871183905557353,3185,0
4704,0,0.4135716137150794,4704,0
2009,0,0.0167759602490195,2009,0
1844,0,0.023272826182252737,1844,0
5858,0,0.012688092282999197,5858,0
2762,0,0.142176319197265,2762,0
2058,0,0.012688514021036308,2058,0
6524,1,0.7024545030949331,6524,1
90,0,0.3137231916004559,90,0
5093,0,0.05396729709654314,5093,0
496,0,0.07443670452739222,496,0
3756,1,0.4031289886230557,3756,0
2469,0,0.03138826501653975,2469,0
5357,0,0.006042700670028026,5357,0
6802,0,0.5147498137774662,6802,1
6128,0,0.6139820677779709,6128,1
3156,0,0.06662375891832804,3156,0
57,0,0.1844576072476142,57,0
1127,0,0.07071190575368884,1127,0
6382,0,0.05290090649645858,6382,0
5692,0,0.1872110774955823,5692,0
2609,1,0.3405774007929278,2609,0
1908,0,0.004382088335125117,1908,0
3015,0,0.0254105012053503,3015,0
1811,0,0.6128053599138004,1811,1
2704,0,0.04998748576093356,2704,0
2080,0,0.032414899971860305,2080,0
30,0,0.03428114462981215,30,0
5182,0,0.0804149982335899,5182,0
2062,0,0.010006443549494187,2062,0
6003,0,0.011653986847192519,6003,0
919,0,0.2493018170733287,919,0
1863,0,0.09807020683087884,1863,0
3887,1,0.4950242375055098,3887,0
6799,0,0.04658572851285127,6799,0
4515,0,0.5279421010231522,4515,1
1732,0,0.20773907011293716,1732,0
939,0,0.09393758486815917,939,0
542,0,0.14554671149621898,542,0
520,0,0.1764191648761921,520,0
2417,0,0.2509188991495397,2417,0
6604,0,0.5115437038425453,6604,1
3014,0,0.5759511043349694,3014,1
1513,1,0.5156077589247151,1513,1
2832,0,0.06451303101031026,2832,0
4223,0,0.5726914236033407,4223,1
4295,0,0.02712753891433413,4295,0
2866,0,0.6093070047606471,2866,1
2169,0,0.011876673082836816,2169,0
1958,0,0.5288788316895362,1958,1
3890,1,0.10714216039076087,3890,0
1860,0,0.0040455770507749666,1860,0
2286,0,0.4256839395306213,2286,0
6558,1,0.11268544385723832,6558,0
2512,0,0.10917665178224373,2512,0
92,0,0.020266416465022277,92,0
1666,0,0.03799472383767929,1666,0
877,0,0.035997468974783016,877,0
6087,0,0.1600102922161657,6087,0
3742,0,0.2961600623841425,3742,0
413,0,0.2544411485099886,413,0
2757,0,0.05856394677738181,2757,0
2699,0,0.5298167771253804,2699,1
2751,0,0.2627615571638158,2751,0
2952,0,0.0896056775924572,2952,0
5308,0,0.013241858774459582,5308,0
4984,0,0.08738329116092387,4984,0
2091,0,0.008658007765071906,2091,0
1305,0,0.3029375851550036,1305,0
2556,0,0.24084665963858665,2556,0
3553,0,0.010105105337068532,3553,0
4286,0,0.6541139218688744,4286,1
5545,0,0.5621531044410316,5545,1
4759,1,0.7201118290033865,4759,1
3327,0,0.11787395875050254,3327,0
3235,0,0.012626411731096071,3235,0
5765,1,0.09957041172075769,5765,0
2432,0,0.05068061749319065,2432,0
1307,0,0.05290252263963591,1307,0
6303,0,0.04827887905455247,6303,0
5689,0,0.6288333526656777,5689,1
5519,0,0.2743195058178948,5519,0
6019,0,0.21279359820782728,6019,0
1955,0,0.4009435357918992,1955,0
3253,0,0.38050732995206965,3253,0
5118,0,0.267148514609728,5118,0
760,0,0.14819753641343567,760,0
4281,0,0.06614527086892558,4281,0
4884,0,0.39610549742851053,4884,0
3486,0,0.11773654924705437,3486,0
1039,1,0.2593321589547443,1039,0
3336,0,0.007264406006832367,3336,0
1400,0,0.13764709849476403,1400,0
1556,1,0.5392394680163822,1556,1
6556,0,0.06780392115320454,6556,0
5974,0,0.148346262793547,5974,0
1521,0,0.06525495564069222,1521,0
1855,0,0.013911894660480813,1855,0
6659,0,0.011079632426603517,6659,0
1648,0,0.29291822936654005,1648,0
6432,0,0.09072721158989099,6432,0
905,1,0.8523959174945351,905,1
4736,0,0.016233479507309287,4736,0
4954,1,0.7588570300137386,4954,1
6203,0,0.04786030664208301,6203,0
5028,0,0.03101707558949605,5028,0
5309,0,0.005860433403950429,5309,0
263,0,0.040355350410556094,263,0
2099,0,0.25794391731754845,2099,0
5878,0,0.07755622602014933,5878,0
6586,0,0.02085110503075256,6586,0
6936,1,0.7148648542217545,6936,1
4172,0,0.14544150123850336,4172,0
1549,1,0.4184649396376203,1549,0
7003,0,0.18748125337632474,7003,0
3900,0,0.025315833543332028,3900,0
3539,1,0.356143089840516,3539,0
401,0,0.05827206564487681,401,0
6916,0,0.013353187584912817,6916,0
3536,0,0.6483422690165636,3536,1
4547,0,0.23666715530744573,4547,0
3617,1,0.5666032591173604,3617,1
5909,0,0.13435595089467375,5909,0
1944,1,0.27632635754733836,1944,0
2053,1,0.3240601468794805,2053,0
4402,1,0.07714509356365189,4402,0
318,1,0.6882533828954235,318,1
851,0,0.027709324362882804,851,0
4096,0,0.4415844866213098,4096,0
2493,0,0.7431959672944695,2493,1
1263,1,0.27868339907930834,1263,0
6870,0,0.3200429558650713,6870,0
4263,0,0.029850359184514622,4263,0
2913,0,0.014002643003603089,2913,0
338,0,0.33664455562498896,338,0
5722,1,0.5079776203992354,5722,1
6565,0,0.24539900996417885,6565,0
5924,0,0.005693205324556075,5924,0
4010,0,0.14734496117154425,4010,0
4294,0,0.28605754656059756,4294,0
3906,1,0.646939027138775,3906,1
2073,0,0.09703699421356163,2073,0
5158,0,0.007241977935579643,5158,0
6649,0,0.1251730501070276,6649,0
5702,1,0.18201491273315176,5702,0
1019,0,0.09766100933731038,1019,0
846,0,0.016374878250719503,846,0
4910,1,0.06863939701191048,4910,0
2463,0,0.7119488230799389,2463,1
6057,0,0.2360357797605063,6057,0
157,0,0.04009153546870571,157,0
3337,0,0.7246377544835191,3337,1
5671,0,0.010808958008439415,5671,0
2693,0,0.004909500661883033,2693,0
149,0,0.2501333111969763,149,0
1382,0,0.025162280441860998,1382,0
4731,0,0.044267006292447425,4731,0
1413,0,0.019410768472564215,1413,0
14,0,0.39993886658619165,14,0
3726,1,0.494318202895946,3726,0
4122,0,0.01717686224120288,4122,0
606,0,0.027654804729303005,606,0
4870,0,0.07533670976707044,4870,0
791,0,0.03745251148908393,791,0
2612,0,0.2860342743932672,2612,0
4146,1,0.4900444284829989,4146,0
2740,1,0.333925034933572,2740,0
5881,0,0.09075995371119915,5881,0
130,0,0.7174117375034301,130,1
2880,0,0.5904955797261688,2880,1
5839,0,0.8022596843981389,5839,1
4185,0,0.2114007152548871,4185,0
3490,1,0.4854320079021035,3490,0
461,0,0.32657690051809896,461,0
1302,0,0.030053454803511296,1302,0
4614,0,0.12201909895204348,4614,0
5027,1,0.7554206057863112,5027,1
3236,0,0.3744968085505637,3236,0
5697,1,0.11463336585072412,5697,0
2044,0,0.06609084098383991,2044,0
1170,0,0.04421415271137131,1170,0
3503,0,0.12030282273884166,3503,0
1627,0,0.47478220641239804,1627,0
5608,0,0.08913306994809855,5608,0
4318,0,0.052505311476446964,4318,0
3675,0,0.14755772386216984,3675,0
5270,1,0.09580920605148624,5270,0
4949,1,0.42846646139821143,4949,0
786,0,0.014511101004676437,786,0
3484,0,0.41381291119260244,3484,0
6805,0,0.13236306488644645,6805,0
4813,0,0.3731928494865704,4813,0
150,0,0.4434201205439073,150,0
2147,0,0.12396824741730396,2147,0
3701,0,0.04275006674508395,3701,0
4331,0,0.007606139689655783,4331,0
4791,0,0.1678024772406158,4791,0
1537,0,0.03009011959746768,1537,0
1588,0,0.2808707180447752,1588,0
3065,0,0.4182590176950437,3065,0
2503,0,0.023550941603216635,2503,0
2219,0,0.6328570792970456,2219,1
97,1,0.13145776022831246,97,0
4,1,0.6834121052629396,4,1
3999,1,0.765473635475721,3999,1
6949,0,0.08071531774936685,6949,0
3837,1,0.49009575434732966,3837,0
5622,1,0.49498214909635224,5622,0
2808,0,0.6000964621028768,2808,1
2088,0,0.15669669156887245,2088,0
5577,0,0.02187683590742637,5577,0
5599,1,0.4566978627855956,5599,0
3710,0,0.06065759121421026,3710,0
6418,0,0.15866969894417265,6418,0
585,1,0.8569437990312759,585,1
947,0,0.5840021097649223,947,1
2061,1,0.40154297583502696,2061,0
6423,0,0.005698157275258155,6423,0
2337,1,0.2837091447226188,2337,0
1558,1,0.5870663826455798,1558,1
4579,0,0.5007396651723787,4579,1
1604,0,0.0726440493466779,1604,0
2687,0,0.3493084372393745,2687,0
718,0,0.2991610174264355,718,0
6716,1,0.658357518449539,6716,1
125,0,0.10018492107056931,125,0
3192,0,0.011263090429016041,3192,0
5477,0,0.020685546218539703,5477,0
4751,1,0.1456554883898948,4751,0
4326,1,0.7533955440375912,4326,1
4827,1,0.6085896235804139,4827,1
5410,0,0.05347526667842969,5410,0
4630,0,0.18681107876611855,4630,0
1584,0,0.04943278243902975,1584,0
4885,0,0.08250500702276466,4885,0
3666,1,0.34896355599703294,3666,0
987,0,0.1774475984276178,987,0
6296,0,0.12618651923682075,6296,0
4285,0,0.021149018222593984,4285,0
5848,0,0.017732765070976736,5848,0
5234,0,0.20164832191597304,5234,0
114,0,0.026648240148001275,114,0
5766,0,0.10807505843350129,5766,0
2971,0,0.016976433918572727,2971,0
4211,1,0.6504891365516693,4211,1
6704,0,0.2242622170952753,6704,0
888,0,0.17183107585913354,888,0
6293,0,0.023913171589038232,6293,0
5074,0,0.015420679259839976,5074,0
6509,1,0.5366564751886069,6509,1
848,0,0.015371996963522287,848,0
3578,0,0.08204826611405844,3578,0
2326,0,0.05250924784137805,2326,0
906,0,0.5438404762308862,906,1
7010,1,0.8319805028033233,7010,1
716,0,0.0130544440696381,716,0
5155,0,0.2381572196059104,5155,0
3625,0,0.004072946530587476,3625,0
455,0,0.6555331526232493,455,1
2677,1,0.5628461332665502,2677,1
3559,0,0.019450871801016463,3559,0
3108,0,0.08778988211186407,3108,0
5485,0,0.3274527696659236,5485,0
2696,0,0.00636678057742432,2696,0
6009,1,0.5074142283580254,6009,1
2413,0,0.06421536472195333,2413,0
403,0,0.013809322850388878,403,0
3362,1,0.3972438635957307,3362,0
6484,0,0.10579347362924321,6484,0
2373,0,0.02345046227031118,2373,0
6456,0,0.049634147364974054,6456,0
6848,0,0.4231098490074574,6848,0
1740,0,0.07007654857030472,1740,0
722,1,0.7781044420190494,722,1
5932,1,0.7434160485497439,5932,1
5609,1,0.4642250080624212,5609,0
4476,1,0.1484113159204184,4476,0
5371,1,0.17192303919151994,5371,0
1066,0,0.009552325345745051,1066,0
6852,0,0.09386823900818586,6852,0
4860,0,0.037328304533851255,4860,0
6390,0,0.08318875943052172,6390,0
2097,0,0.7137110637875116,2097,1
6039,1,0.3114022947573312,6039,0
3302,1,0.430006957572432,3302,0
6433,0,0.006549745344311665,6433,0
145,0,0.029048857856515183,145,0
5927,0,0.012131063871201997,5927,0
4602,0,0.00981209605412704,4602,0
2741,1,0.8040919902511312,2741,1
1906,0,0.036885907386199304,1906,0
5721,0,0.04128820140704703,5721,0
3639,0,0.2363143329428143,3639,0
1438,0,0.08976879923676229,1438,0
5807,0,0.0065962103550949395,5807,0
989,0,0.026195029361964106,989,0
3750,0,0.2902151968622936,3750,0
979,0,0.059334130615396385,979,0
3810,0,0.43685181444982535,3810,0
816,1,0.6451610180547429,816,1
1160,0,0.5956267000640861,1160,1
3093,0,0.07711373464902971,3093,0
1488,0,0.25958389454685876,1488,0
5272,1,0.7410907095541321,5272,1
2992,0,0.16395217964069056,2992,0
5131,1,0.49772730115519337,5131,0
6028,1,0.29020400682907677,6028,0
5396,0,0.03535907470795583,5396,0
558,0,0.5252717831529385,558,1
2574,1,0.5971553644941451,2574,1
759,0,0.024724640648497494,759,0
3009,0,0.2607585830988116,3009,0
5003,1,0.6914924934676754,5003,1
4638,1,0.7595859849557715,4638,1
5452,0,0.07127363617884896,5452,0
2201,0,0.056537773707032106,2201,0
3064,0,0.5132275958316196,3064,1
4217,0,0.7584466189980055,4217,1
1729,0,0.06211200004262769,1729,0
2209,0,0.1897748537188776,2209,0
2986,0,0.05642594943758499,2986,0
6477,0,0.07923973215680273,6477,0
1703,0,0.3112178377463589,1703,0
4945,0,0.024949935858810973,4945,0
4642,1,0.01688796686579829,4642,0
4421,0,0.321857466775501,4421,0
1689,0,0.26163740216860365,1689,0
5150,0,0.17311615614381604,5150,0
3619,0,0.009230534425330318,3619,0
6157,1,0.13744632177425134,6157,0
2639,1,0.33672233883894154,2639,0
5837,0,0.4808733645074152,5837,0
2878,0,0.5315709749411095,2878,1
3880,0,0.19107802377543254,3880,0
6161,0,0.3560349359762564,6161,0
1105,0,0.6618277003584561,1105,1
1370,0,0.034100702615834276,1370,0
5481,1,0.830079247927436,5481,1
3298,0,0.1336381062583337,3298,0
5883,0,0.13574794643696997,5883,0
3814,0,0.014549119620635447,3814,0
4213,1,0.3413936790376809,4213,0
1428,1,0.6181262559024323,1428,1
6250,0,0.043583315183364224,6250,0
4209,0,0.1040582618934537,4209,0
2256,0,0.06682186265264833,2256,0
4693,0,0.011876069442530125,4693,0
5160,0,0.5814733571949304,5160,1
6632,1,0.12203073811908345,6632,0
3177,0,0.0065314208493384195,3177,0
5915,0,0.006039609390600021,5915,0
955,1,0.3350553159009942,955,0
3858,0,0.05447826029057353,3858,0
4029,0,0.011160475981531479,4029,0
6737,0,0.07186017603351749,6737,0
6640,0,0.054510727508471836,6640,0
3187,0,0.43627666101857215,3187,0
5681,0,0.11897257824455373,5681,0
3679,1,0.19406816981214894,3679,0
6770,0,0.5992898328711552,6770,1
6463,0,0.034916669591750917,6463,0
6063,0,0.005837756520383023,6063,0
3107,0,0.0362438722912118,3107,0
2951,0,0.09093995739327294,2951,0
1646,0,0.01948339687799567,1646,0
1615,0,0.02720848832749203,1615,0
9,0,0.022199761713042176,9,0
6862,1,0.8501506874486915,6862,1
5514,0,0.3714939689233283,5514,0
6720,0,0.03509177916443648,6720,0
4175,0,0.010240756026125326,4175,0
3467,1,0.809108201832226,3467,1
6822,1,0.46340947350169936,6822,0
6855,0,0.03793740695964392,6855,0
275,1,0.6324623511061508,275,1
6963,0,0.6729469409391026,6963,1
1635,0,0.44493102551916247,1635,0
3152,0,0.18720155094560637,3152,0
5350,0,0.02948066008794533,5350,0
3878,0,0.03901323364207915,3878,0
5862,0,0.42305752195969953,5862,0
3788,1,0.034347341653705794,3788,0
1279,0,0.06296813754590551,1279,0
6207,1,0.2796971501741976,6207,0
4583,0,0.016975653996491043,4583,0
1639,1,0.4873062028812461,1639,0
7015,0,0.4661845524026055,7015,0
1198,0,0.020360177987263948,1198,0
6084,0,0.5145566449211049,6084,1
2148,0,0.12461809840269004,2148,0
6302,1,0.6694900821464401,6302,1
2430,0,0.05216370869340494,2430,0
1991,0,0.09508665075933463,1991,0
6974,0,0.29401285458965337,6974,0
4574,0,0.1523524998559483,4574,0
4566,0,0.08113507852324982,4566,0
914,0,0.01018996129871391,914,0
6198,0,0.030650081263040755,6198,0
4637,0,0.02783690132599048,4637,0
5951,0,0.28437883882859744,5951,0
5286,1,0.5361615913261606,5286,1
4418,1,0.021789964967679574,4418,0
3313,0,0.20719937185744317,3313,0
3955,0,0.3542798492271508,3955,0
8,1,0.5614818377861681,8,1
2721,1,0.7425273094232677,2721,1
2789,0,0.5383406000265633,2789,1
6252,0,0.0854359278394929,6252,0
3165,0,0.037479658101736535,3165,0
4088,1,0.6459077812609526,4088,1
3800,0,0.02986329461824608,3800,0
3142,1,0.14607371020231588,3142,0
630,1,0.4598312462628922,630,0
6806,0,0.01213487246186911,6806,0
687,1,0.5212474460643628,687,1
6703,1,0.58848466334006,6703,1
2916,0,0.05802331048048782,2916,0
5168,1,0.6657935963685997,5168,1
2255,0,0.2594212787009023,2255,0
3045,0,0.10809049984480372,3045,0
4414,0,0.0781738554828266,4414,0
213,0,0.047632687770145316,213,0
4947,1,0.6626174140254284,4947,1
5440,0,0.33653888475252847,5440,0
2792,0,0.2921264655259744,2792,0
1719,0,0.6676114196238341,1719,1
1298,0,0.130454852017024,1298,0
4481,0,0.13718335792252748,4481,0
1563,0,0.6835322520349434,1563,1
4828,0,0.09577420147603265,4828,0
5772,0,0.028868195626263155,5772,0
1414,0,0.3779382404760647,1414,0
3932,1,0.8366120438959401,3932,1
1103,0,0.17612468926877264,1103,0
6339,1,0.3261338952784997,6339,0
6219,1,0.5151850361725814,6219,1
775,0,0.04314875363323535,775,0
4120,0,0.2400470667170316,4120,0
2085,1,0.690943464404353,2085,1
3502,0,0.10552373091392406,3502,0
6148,0,0.011241165475336736,6148,0
124,0,0.13521354056062843,124,0
5114,0,0.3357316561248687,5114,0
2678,0,0.030166406553292217,2678,0
3765,0,0.18022365002391066,3765,0
5512,0,0.4112290933752794,5512,0
5652,0,0.4875008732316617,5652,0
3543,0,0.022894895630100557,3543,0
3010,0,0.36954476314507634,3010,0
6561,0,0.6389353425607492,6561,1
532,0,0.7162738421005158,532,1
765,0,0.3637257700786226,765,0
5400,0,0.36603290737204636,5400,0
6135,0,0.03773303717422486,6135,0
2933,0,0.011511088552316301,2933,0
1961,0,0.08595442364756317,1961,0
6578,0,0.13916143985361037,6578,0
5777,0,0.007389758171624812,5777,0
5937,1,0.8190825526162465,5937,1
2592,0,0.1028059565108225,2592,0
1881,0,0.19941113681547618,1881,0
6514,0,0.014953114665062644,6514,0
1941,0,0.3569144773134813,1941,0
4768,0,0.006254956521828689,4768,0
4699,0,0.04135528150031499,4699,0
5704,0,0.675147835641178,5704,1
1469,1,0.3284093509061906,1469,0
615,0,0.3060230333128119,615,0
1527,0,0.005052086717962946,1527,0
4880,0,0.008716308558967012,4880,0
5186,1,0.6630018501248142,5186,1
711,0,0.35403369796439166,711,0
921,0,0.104377589927006,921,0
7028,0,0.011918915398980937,7028,0
2959,0,0.3105821332336109,2959,0
2799,0,0.015597628690847057,2799,0
6095,0,0.1766703805908496,6095,0
4667,0,0.09760905612318904,4667,0
5685,0,0.015623783875055954,5685,0
6792,1,0.02704972110318538,6792,0
4131,1,0.19446555229309195,4131,0
2763,0,0.09176055515039841,2763,0
6882,0,0.061664689853442804,6882,0
3086,0,0.5709997225313788,3086,1
2659,0,0.018087624610474178,2659,0
1945,0,0.005191832682776736,1945,0
4997,1,0.6181291824560408,4997,1
4831,0,0.07320758600265302,4831,0
2328,0,0.5765515687441288,2328,1
1694,1,0.5535524500758127,1694,1
4979,0,0.014099259812485174,4979,0
882,1,0.6253892878488871,882,1
2501,0,0.006103716778291773,2501,0
5300,1,0.6293981268739846,5300,1
2511,0,0.24732900430161225,2511,0
1316,0,0.1622395317274579,1316,0
4664,1,0.5911074121508271,4664,1
6061,0,0.2961534917878399,6061,0
4166,0,0.04276075353385939,4166,0
1721,1,0.41843080831373575,1721,0
3743,1,0.3199597895826223,3743,0
949,0,0.01864267482787672,949,0
776,0,0.32425238706785564,776,0
5392,0,0.012638838951179789,5392,0
1317,0,0.18885879409742687,1317,0
6638,0,0.0068160331914188695,6638,0
957,0,0.34780266782705044,957,0
3778,0,0.4677842298935327,3778,0
362,0,0.035623673649432544,362,0
2901,0,0.05077800888562418,2901,0
2452,1,0.6590498596591119,2452,1
3587,1,0.7503121017318185,3587,1
3657,0,0.03426927207840304,3657,0
6890,0,0.10290316309719257,6890,0
5273,0,0.005543279708121256,5273,0
5556,1,0.5810954762743683,5556,1
4866,0,0.48884609448701277,4866,0
2552,0,0.03820586439017826,2552,0
1832,1,0.23310222877024342,1832,0
5892,0,0.2635708144733729,5892,0
2738,0,0.04150766184985034,2738,0
1594,0,0.010554910156926296,1594,0
1793,0,0.007241977935579643,1793,0
767,0,0.06589711572013673,767,0
5185,0,0.03674519357649664,5185,0
4153,0,0.03381092391660586,4153,0
68,0,0.010903241782840505,68,0
4106,1,0.7498034214449469,4106,1
2850,0,0.3618448278614683,2850,0
5845,1,0.7537575119063661,5845,1
2287,1,0.08657981674299371,2287,0
719,0,0.24251687330324995,719,0
6814,0,0.25894299073698546,6814,0
309,0,0.09145799899905759,309,0
5482,1,0.10619990520992025,5482,0
6993,1,0.4675232178891116,6993,0
4026,0,0.02924374649250391,4026,0
2979,0,0.07793772134578641,2979,0
3993,0,0.011764239928270009,3993,0
3341,0,0.12012643877886736,3341,0
4277,0,0.1695464452770298,4277,0
2827,0,0.38751463385149315,2827,0
493,0,0.08232482675651301,493,0
1007,1,0.5994111347569919,1007,1
4043,0,0.02839591549290652,4043,0
5604,0,0.5579545268637013,5604,1
36,1,0.6558618950664817,36,1
3348,0,0.22376781991708516,3348,0
2883,0,0.006739834666841406,2883,0
4193,0,0.11011423979842237,4193,0
3111,1,0.08996032089395098,3111,0
3480,0,0.004221144140402275,3480,0
4814,1,0.5528070260733378,4814,1
1496,0,0.25749498371210316,1496,0
5253,0,0.2056868731283455,5253,0
6901,0,0.175994578785852,6901,0
1946,0,0.2820464825865437,1946,0
5375,1,0.4313138333642807,5375,0
5174,1,0.5789676443076631,5174,1
4826,1,0.8419168446107705,4826,1
4591,0,0.21514800431377862,4591,0
2553,0,0.2797440518436159,2553,0
6610,0,0.5955430979143754,6610,1
3219,0,0.031321075954819644,3219,0
1650,1,0.6431163026379347,1650,1
2540,0,0.030166082164689228,2540,0
3385,1,0.7574021845514378,3385,1
2319,0,0.6097930778454417,2319,1
2109,0,0.028360503121134428,2109,0
4357,0,0.09473288195313126,4357,0
5787,1,0.34734915393876376,5787,0
5619,0,0.5089409670430061,5619,1
2279,0,0.012387551120915496,2279,0
4262,1,0.45941012234145145,4262,0
5235,0,0.6272389200860998,5235,1
4046,0,0.18232544973418827,4046,0
4138,1,0.7417393623295202,4138,1
5516,1,0.40735165019909886,5516,0
3398,0,0.09008503301734445,3398,0
383,1,0.6920631386667527,383,1
4467,0,0.07993139063552727,4467,0
839,0,0.010760933548710806,839,0
1849,1,0.44444225980934643,1849,0
5115,0,0.013277908905261506,5115,0
6179,1,0.8005981617181056,6179,1
878,0,0.034501886036128866,878,0
1087,0,0.2317880204214917,1087,0
6541,0,0.02603045070592673,6541,0
5735,0,0.00927295453771105,5735,0
4107,0,0.033144292120046916,4107,0
